FPR TPR th
0.8950124380498700 0.9996312171970370 1
0.8426141369902402 0.9994441534564035 2
0.7920728762557455 0.9993292428728715 3
0.7437061994523557 0.9991261450973266 4
0.6976603664640442 0.9989978728180351 5
0.6540294735526812 0.9987707239901230 6
0.6127326224027571 0.9986397793716796 7
0.5737809609586947 0.9985168517706919 8
0.5370678036269515 0.9983778901347928 9
0.4603610701281087 0.9980465200799564 10
0.3939456630458616 0.9977044606685124 11
0.3368619906784163 0.9973971416660431 12
0.2879577851214915 0.9970176695064724 13
0.2461100959746814 0.9967237121997627 14
0.2103835736887971 0.9965072527284583 15
0.1798762322681221 0.9962747592222424 16
0.1538430663421348 0.9961064018556723 17
0.1316375303218843 0.9959166657758870 18
0.1127012412128879 0.9956734829130635 19
0.0903540163047207 0.9954115936761766 20
0.0724903872561543 0.9951443597609860 21
0.0582256105035379 0.9949706577161120 22
0.0468083552539684 0.9947595429231114 23
0.0376686114962504 0.9945617898258704 24
0.0303285690011986 0.9943693814069331 25
0.0244294988028665 0.9942464538059455 26
0.0196832808831758 0.9941181815266539 27
0.0158605511727897 0.9939685305341471 28
0.0127794743694890 0.9938509476114633 29
0.0102936305510054 0.9937547434019947 30
0.0082891180648452 0.9936558668533741 31
0.0066718138023228 0.9935489732872979 32
0.0053665500700023 0.9934207010080063 33
0.0043146014150385 0.9932924287287148 34
0.0034658862770550 0.9931695011277272 35
0.0027831162546228 0.9930759692574104 36
0.0022329507313541 0.9929877820653975 37
0.0017907706566395 0.9928033906639160 38
0.0014348285464745 0.9926350332973458 39
0.0011488867694890 0.9924559865741681 40
0.0009193016700640 0.9922876292075979 41
0.0007352448590696 0.9920658250579898 42
0.0005880320434899 0.9919081570480273 43
0.0004699886833298 0.9916355784545329 44
0.0003755342901610 0.9913282594520636 45
0.0002999787514758 0.9909594766491004 46
0.0002391060747318 0.9905479364197070 47
0.0001907698179763 0.9900642430332118 48
0.0001521513262877 0.9896473581255144 49
0.0001214953913954 0.9892972816966147 50
0.0000968685213252 0.9890220307639683 51
0.0000772132643464 0.9887227287789548 52
0.0000615764282039 0.9883833417066626 53
0.0000490483489736 0.9879584397815095 54
0.0000389857456912 0.9874747463950145 55
0.0000310961705279 0.9870605338264690 56
0.0000248632784310 0.9866142531881006 57
0.0000199179908571 0.9866035638314929 58
0.0000158466583370 0.9865501170484549 59
0.0000126625739538 0.9865581340659105 60
0.0000100594754981 0.9849413688790072 61
0.0000080139045879 0.9833299483704075 62
0.0000064023137446 0.9815608598518455 63
0.0000051240925745 0.9796287586450172 64
0.0000040755028992 0.9776672617075178 65
0.0000032685345583 0.9755668031341194 66
0.0000026088327268 0.9732846254983912 67
0.0000021060414060 0.9708394351743969 68
0.0000016811840432 0.9682552832145033 69
0.0000013459898293 0.9655027738880397 70
0.0000010897721682 0.9626006135690692 71
0.0000008846416500 0.9595675086316555 72
0.0000007248640037 0.9563847527017348 73
0.0000005718632233 0.9527824395249650 74
0.0000004660398557 0.9493110709666385 75
0.0000003724669764 0.9453960941090955 76
0.0000002955756132 0.9414864619298564 77
0.0000002421426319 0.9380391444238971 78
0.0000001967897600 0.9340065846436703 79
0.0000001634267279 0.9300034205941144 80
0.0000001311062905 0.9255406142104307 81
0.0000001086905033 0.9204097230387703 82
0.0000000880992569 0.9155033083558700 83
0.0000000753274710 0.9099876003463352 84
0.0000000604704958 0.9040496627507990 85
0.0000000487413048 0.8972752830007162 86
0.0000000409218441 0.8902229799788350 87
0.0000000377940599 0.8847206336650597 88
0.0000000325810862 0.8767196502442518 89
0.0000000245009768 0.8642986178661907 90
0.0000000195486517 0.8553329200115445 91
0.0000000174634621 0.8473132302166733 92
0.0000000156389214 0.8345795341578390 93
0.0000000138143805 0.8222279825977274 94
0.0000000122504884 0.8077225256811793 95
0.0000000106865963 0.7936874004553666 96
0.0000000096440015 0.7815336019924961 97
0.0000000080801094 0.7427980459856121 98
0.0000000067768660 0.7047947109063506 99
0.0000000067768660 0.7046397152355399 100
